gene_symbol	protein_MR_beta	protein_MR_se	protein_MR_p	protein_nsnp	sc_MR_beta	sc_MR_se	sc_MR_p	sc_MR_FDR	sc_nsnp	glycan_id_best	glycan_MR_beta	glycan_MR_se	glycan_MR_p	glycan_MR_FDR	glycan_nsnp	cpg_CpG_best	cpg_MR_beta	cpg_MR_se	cpg_MR_p	cpg_nsnp	cpg_MR_FDR	protein_beta_std	cpg_beta_std	glycan_beta_std	sc_beta_std	MTI_n_layers	MTI_sumsq	MTI_score	pLDDT_mean	pLDDT_sd	pLDDT_low_frac	pLDDT_high_frac	n_atoms	protein_present	sc_present	glycan_present	cpg_present	uniprot_id	pan_family_main	pan_class_main	pan_pathway_main	pan_mf_main	pan_family_pc1	pan_family_pc2	pan_family_pc3	pan_class_pc1	pan_class_pc2	pan_class_pc3	pan_pw_pc1	pan_pw_pc2	pan_pw_pc3	pan_mf_pc1	pan_mf_pc2	pan_mf_pc3	af_len	af_plddt_mean	af_plddt_sd	af_plddt_frac70	af_plddt_frac90	interpro_pc1	interpro_pc2	interpro_pc3	uniprot_pc1	uniprot_pc2	uniprot_pc3	protein_MR_beta_fixed	protein_MR_se_fixed	protein_MR_p_fixed	protein_nsnp_fixed	protein_MR_source_file	protein_MR_FDR_BH	protein_MR_sig_FDR05	protein_MR_FDR_BH_fixed	protein_MR_sig_FDR05_fixed
ACTA2	0.0108387075481168	0.0039057765593103	0.0055193990460096	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0519216623417518	NA	NA	NA	1	0.0026958590203308	0.0519216623417518	95.4319463315218	8.30459079381026	0.0108695652173913	0.969089673913043	2944	1	0	0	0	P62736	ACTIN, AORTIC SMOOTH MUSCLE	actin and actin related protein	Cadherin signaling pathway	nucleotide binding	2.20073217431921e-12	-0.0514002615368695	-4.98924058938224e-14	-0.0658969154038695	-0.0571805635163016	0.0369954959341463	0.196448418523434	0.585230380875038	-0.050256596668172	0.217768067212737	-0.158848632539317	-0.27162823810195	377	95.35055702917764	8.434218666675914	0.9655172413793104	0.9310344827586208	-0.0061247175267098	2.510652710717e-4	-0.0043001363190518	0.0165491006750389	0.0112398217964685	-0.0022397072008177	0.0127255735575009	0.0084837972687443	0.133618138148284	84	ACTA2_P62736_OID20079_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0.006431056699109745	TRUE	0.14596568886825742	FALSE
ACTN2	0.0393654452380914	0.0039057765593103	6.85753410141914e-24	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188575929972391	NA	NA	NA	1	0.0355608813649522	0.188575929972391	84.8778829816388	13.8276050540593	0.0428884625924911	0.890380926281173	7298	1	0	0	0	P35609	ALPHA-ACTININ-2	actin or actin-binding cytoskeletal protein	Integrin signalling pathway	transcription coactivator activity	2.20068360206188e-12	-0.0514002615368696	-4.99028142346783e-14	-0.0668011526590496	-0.0599018783835877	0.0390864980546814	-0.58749255902722	-0.537712874935844	0.0365356008869865	-0.208973200820627	-0.138886312842115	0.805738991673677	894	84.7876510067115	13.604921947355654	0.8903803131991052	0.4675615212527964	-0.0071995803344456	6.455896142191e-4	-0.0078219951555952	0.0220246359721871	-0.0091446038833008	-0.0116533026148871	0.0375765211263537	0.0093047801459564	5.38146360192989e-5	84	ACTN2_P35609_OID30192_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	1.3592368785516666e-23	TRUE	6.97168083068021e-5	TRUE
ACTN4	-0.0664467497593164	0.0039057765593103	6.6424760465313204e-65	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.318306005526419	NA	NA	NA	1	0.101318713154185	0.318306005526419	84.6592505759589	14.4546536358222	0.049329177395311	0.888060712833717	7379	1	0	0	0	O43707	ALPHA-ACTININ-4	actin or actin-binding cytoskeletal protein	Integrin signalling pathway	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2.20071656180792e-12	-0.0514002615368696	-4.98976100642503e-14	-0.0668011526590496	-0.0599018783835877	0.0390864980546814	-0.58749255902722	-0.537712874935844	0.0365356008869865	-2.96845083723539	-0.429356793756915	2.6473891457168	911	84.12342480790322	14.966627196993512	0.8792535675082327	0.4665203073545554	-0.0074659341031436	6.936941170554e-4	-0.0087668175140959	0.0238201814086947	-0.015550213659149	-0.0141280003880426	-0.0698015695775354	0.009564748703945	2.92523159210244e-13	84	ACTN4_O43707_OID20435_v1_Inflammation_MR_LDaware_overlap.tsv	2.3346234847444393e-64	TRUE	4.946368618063385e-13	TRUE
ACVRL1	-0.0445454854844459	0.0039057765593103	3.9465671513693496e-30	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.213390355437228	NA	NA	NA	1	0.0455354437936263	0.213390355437228	82.7655104113764	20.8396677662967	0.145759268664297	0.810817673946166	3938	1	0	0	0	P37023	SERINE_THREONINE-PROTEIN KINASE RECEPTOR R3	serine/threonine protein kinase receptor	TGF-beta signaling pathway	nucleotide binding	2.2012734080437098e-12	-0.0514002615368707	-4.98828649147045e-14	-0.0659706232342939	-0.0573957836735949	0.0371595787479052	-0.558755764463162	-0.467493333819346	-0.0279433376717816	0.124059007181833	-0.312616951287728	0.142258216159177	503	81.98381709741552	21.369977085121864	0.7972166998011928	0.5546719681908548	-6.211375098101e-4	0.0836809798184126	0.0493028564861215	-0.0197892599115588	-0.0234736875723388	-0.0076161647326232	-0.0482281673029571	0.0086919224452956	2.87934631998463e-8	84	ACVRL1_P37023_OID20999_v1_Neurology_MR_LDaware_overlap.tsv	8.756811832155582e-30	TRUE	4.217095716437666e-8	TRUE
ACY1	-0.219468492029817	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05134019782695	NA	NA	NA	1	1.10531621156682	1.05134019782695	96.5525555555556	6.57316527801875	0.0104938271604938	0.984567901234568	3240	1	0	0	0	Q03154	AMINOACYLASE-1	NA	NA	aminoacylase activity	2.20065237703931e-12	-0.0514002615368696	-4.98915385320844e-14	NA	NA	NA	NA	NA	NA	0.202775953929151	-0.0869692677751221	-0.245552633536793	408	96.40700980392158	6.997566480353207	0.982843137254902	0.965686274509804	-0.0061362177575019	2.524756482237e-4	-0.0043250525377732	0.019431453959818	-2.35855713315e-4	0.0050342787386991	-0.228219326029287	0.0088157904055161	9.194489409668539e-148	84	ACY1_Q03154_OID20137_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0	TRUE	1.1934807821961906e-146	TRUE
ACY3	-0.374517537276766	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79408596691284	NA	NA	NA	1	3.2187444566736	1.79408596691284	95.6120813204509	8.13520893783138	0.0108695652173913	0.968196457326892	2484	1	0	0	0	Q96HD9	N-ACYL-AROMATIC-L-AMINO ACID AMIDOHYDROLASE (CARBOXYLATE-FORMING)	NA	NA	aminoacylase activity	2.20075992989482e-12	-0.0514002615368709	-4.98681197651587e-14	NA	NA	NA	NA	NA	NA	0.204908575171181	-0.114408003606135	-0.258397018779121	319	95.29473354231976	8.766373583571678	0.962382445141066	0.9247648902821316	-0.0060896961665184	2.466274545738e-4	-0.0042216065099436	0.0092834123422729	-0.0105620846862704	0.0170340644292962	-0.388675807356487	0.0091458256548825	0	84	ACY3_Q96HD9_OID30086_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	0	TRUE	0	TRUE
ACYP1	0.223361267565951	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06998812019796	NA	NA	NA	1	1.14487457736477	1.06998812019796	96.5692704402516	8.25385361313565	0.010062893081761	0.967295597484277	795	1	0	0	0	P07311	ACYLPHOSPHATASE-1	phosphatase	NA	acylphosphatase activity	2.20066278538017e-12	-0.0514002615368696	-4.98950079790364e-14	-0.0750874258266655	-0.112273328889578	0.0902660767321683	NA	NA	NA	0.272890815418567	-0.120776675498021	-0.418667095262894	99	96.2932323232324	8.830357054712039	0.9595959595959596	0.9393939393939394	-0.0060896961665183	2.466274545738e-4	-0.0042216065099436	0.0120176618913615	0.0179805328980871	-0.0086275678038775	0.229422993561715	0.0091123579621595	7.1331483319890085e-140	84	ACYP1_P07311_OID30642_v1_Inflammation_II_MR_LDaware_overlap.tsv	0	TRUE	8.508367920318422e-139	TRUE
ADA	-0.220995003878935	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05865278859838	NA	NA	NA	1	1.12074572680713	1.05865278859838	96.8102161031718	8.66899706222459	0.0170791216451725	0.977344022307424	2869	1	0	0	0	P00813	ADENOSINE DEAMINASE	deaminase	Adenine and hypoxanthine salvage pathway	adenosine deaminase activity	2.20060380478198e-12	-0.0514002615368696	-4.9901946872940304e-14	-0.0661189202216765	-0.0578322620437219	0.0374930226110877	-0.552968376775378	-0.957376491374829	-0.353471835977154	0.16425665866506	-0.191210639891457	-0.296226809111735	363	96.58181818181816	9.152705511586076	0.9724517906336088	0.9614325068870524	-0.0061362066328107	2.52471292187e-4	-0.0043249729010156	0.006808978605213	0.0058761925725711	-0.0248943136701425	-0.232204960350776	0.0081316480440998	2.38608726364583e-179	84	ADA_P00813_OID20645_v1_Inflammation_MR_LDaware_overlap.tsv	0	TRUE	3.9989614393254163e-178	TRUE
ADA2	-0.230214676990035	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10281864066614	NA	NA	NA	1	1.21620895420072	1.10281864066614	NA	NA	NA	NA	NA	1	0	0	0	Q9NZK5	ADENOSINE DEAMINASE 2	deaminase	NA	adenosine deaminase activity	2.2006766631679697e-12	-0.0514002615368696	-4.98932732555604e-14	-0.0661189202216765	-0.0578322620437219	0.0374930226110877	NA	NA	NA	0.205555419388707	-0.236870104428249	-0.364293957074299	511	95.78473581213296	11.300505551212456	0.9471624266144814	0.9412915851272016	-0.0061304141574112	2.517489881758e-4	-0.0043122014127247	-0.0081625343553156	0.0111785992592833	0.0077145545412428	-0.23419375549619	0.0089331959204505	1.74055306737628e-151	84	ADA2_Q9NZK5_OID20394_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0	TRUE	2.351522715516525e-150	TRUE
ADAM12	-0.0741623803165446	0.0039057765593103	2.14865929473497e-80	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.355266903564092	NA	NA	NA	1	0.126214572768018	0.355266903564092	72.1120738718023	24.0509984814295	0.265881000287439	0.64515665421098	6958	1	0	0	0	O43184	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 12	metalloprotease	NA	metalloendopeptidase activity	2.2006384992515e-12	-0.0514002615368702	-4.98863343616565e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.251896255442646	-0.188077538199056	-0.376318381091379	909	72.29237623762378	23.9131464243259	0.6490649064906491	0.3498349834983498	-0.0065962542817471	-0.0068858697406339	0.0077676312310416	-0.0288163925206393	-0.015117986280829	0.0083456330937371	-0.0788165274071977	0.0094090771667248	5.4456404994668e-17	84	ADAM12_O43184_OID30491_v1_Inflammation_II_MR_LDaware_overlap.tsv	9.051605564158163e-80	TRUE	1.0190852326917376e-16	TRUE
ADAM15	-0.16041528424475	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.768452159635878	NA	NA	NA	1	0.590518721649044	0.768452159635878	73.3513945264452	22.8880330649308	0.222632226322263	0.652675276752768	6504	1	0	0	0	Q13444	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 15	metalloprotease	NA	metalloendopeptidase activity	2.20066625482712e-12	-0.0514002615368702	-4.9883732276442504e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.272600432002553	-0.214237026306056	-0.419972811905618	863	73.20393974507527	22.916554587580283	0.6535341830822712	0.3117033603707995	-0.0065712700238144	-0.0068062783065432	0.0076747274675797	-0.0232425674182563	-0.0175231153333977	0.0077229261977891	-0.163629626212405	0.0074798069424122	4.380039525846909e-106	84	ADAM15_Q13444_OID20109_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0	TRUE	3.568721435213113e-105	TRUE
ADAM22	-0.077241950208715	0.0039057765593103	4.76048210093328e-87	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.370019251792814	NA	NA	NA	1	0.136914246697314	0.370019251792814	73.1692014234874	25.5333794072583	0.280284697508897	0.655943060498221	7025	1	0	0	0	Q9P0K1	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 22	metalloprotease	NA	metalloendopeptidase activity	2.20060033533503e-12	-0.0514002615368702	-4.98793954677526e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.280648520922236	-0.155561476121233	-0.434678187951422	906	73.20346578366441	25.559333803925444	0.6589403973509934	0.434878587196468	-0.006627879790196	-0.0070009597365738	0.0079696903118531	-0.0277279618360301	-0.0266264911684401	-0.0093942511016585	-0.080699874005533	0.008365426463168	5.06971262388993e-22	84	ADAM22_Q9P0K1_OID21001_v1_Neurology_MR_LDaware_overlap.tsv	2.1705185920566217e-86	TRUE	1.0826289538758495e-21	TRUE
ADAM23	-0.0690223438263208	0.0039057765593103	6.907886832823449e-70	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.330644111788881	NA	NA	NA	1	0.109325528660658	0.330644111788881	76.3767288557216	24.4655092570888	0.196361940298507	0.707866915422886	6432	1	0	0	0	O75077	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 23	metalloprotease	NA	metalloendopeptidase activity	3.27054481557148e-12	-0.0771261737071185	-1.18108671863134e-13	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.264297197172026	-0.201567535046177	-0.404320645716426	832	76.09603365384609	24.62636248454125	0.7043269230769231	0.4759615384615384	-0.0066028955322633	-0.0069213683024829	0.007876786548391	-0.0315912104096234	-0.0153360511784235	0.0160250676025722	-0.0729463171018372	0.0077856556475232	7.29997254691421e-21	84	ADAM23_O75077_OID20651_v1_Inflammation_MR_LDaware_overlap.tsv	2.547655920712076e-69	TRUE	1.5184860411805836e-20	TRUE
ADAM23	-0.0690223438263208	0.0039057765593103	6.907886832823449e-70	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.330644111788881	NA	NA	NA	1	0.109325528660658	0.330644111788881	76.3767288557216	24.4655092570888	0.196361940298507	0.707866915422886	6432	1	0	0	0	O75077	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 23	metalloprotease	NA	metalloendopeptidase activity	3.27054481557148e-12	-0.0771261737071185	-1.18108671863134e-13	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.264297197172026	-0.201567535046177	-0.404320645716426	832	76.09603365384609	24.62636248454125	0.7043269230769231	0.4759615384615384	-0.0066028955322633	-0.0069213683024829	0.007876786548391	-0.0315912104096234	-0.0153360511784235	0.0160250676025722	-0.0729463171018372	0.0077856556475232	7.29997254691421e-21	84	ADAM23_O75077_OID20651_v1_Inflammation_MR_LDaware_overlap.tsv	2.547655920712076e-69	TRUE	1.5184860411805836e-20	TRUE
ADAM8	-0.143441692888065	0.0039057765593103	2.85914477271751e-293	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.687141996478851	NA	NA	NA	1	0.472164123324941	0.687141996478851	74.278989378822	22.7742425936131	0.228677180560026	0.683617637592533	6214	1	0	0	0	P78325	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 8	metalloprotease	NA	metalloendopeptidase activity	2.20068707150883e-12	-0.0514002615368702	-4.9877660744276616e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.218034176958763	-0.254421516068124	-0.392103778266741	824	73.74362864077669	23.009368529137532	0.6771844660194175	0.3361650485436893	-0.0065962542817471	-0.0068858697406339	0.0077676312310416	-0.0189815995812014	-0.0105115148619321	0.0129033947361922	-0.148433617011965	0.0088864138824428	1.23736497567149e-62	84	ADAM8_P78325_OID21039_v1_Neurology_MR_LDaware_overlap.tsv	3.977535821022359e-292	TRUE	5.639487875349579e-62	TRUE
ADAM9	-0.043991886035974	0.0039057765593103	1.99185648358712e-29	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.210738396842669	NA	NA	NA	1	0.0444106719038181	0.210738396842669	76.1398170635546	22.5167962354995	0.203911055038637	0.715975398202176	6341	1	0	0	0	Q13443	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 9	metalloprotease	Alzheimer disease-amyloid secretase pathway	metalloendopeptidase activity	2.20065931593321e-12	-0.0514002615368702	-4.98924058938224e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	-0.366624057292097	-0.164854840611264	-0.106168334810725	0.284607409119332	-0.269532079139237	-0.274488075700125	819	76.1519780219781	22.45297351743979	0.7191697191697192	0.3956043956043956	-0.0065962542817471	-0.0068858697406339	0.0077676312310416	-0.0219445372059413	-0.0177472889820569	0.0100284420428724	-0.0483126639430408	0.0092225869082977	1.61873433091505e-7	84	ADAM9_Q13443_OID31488_v1_Oncology_II_MR_LDaware_overlap.tsv	4.342305205837519e-29	TRUE	2.318230669693376e-7	TRUE
ADAMTS1	-0.0191956780956225	0.0039057765593103	8.89233879639518e-7	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0919548305992481	NA	NA	NA	1	0.0084556908705364	0.0919548305992481	78.2955496814424	22.2669506808678	0.160363291310831	0.78731191541277	7377	1	0	0	0	Q9UHI8	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 1	metalloprotease	NA	metalloendopeptidase activity	2.20068707150883e-12	-0.0514002615368697	-4.9883732276442504e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.177930718094936	-0.206758705215238	-0.309995085498222	967	77.7000827300931	22.596076060990494	0.7797311271975181	0.4012409513960703	-0.0068065537038474	-7.748797730762e-4	-0.0048085579114945	-0.0163256309992657	0.0261523016809587	0.0227749918811431	-0.0212578468936045	0.009514979582905	0.0254735143428354	84	ADAMTS1_Q9UHI8_OID30528_v1_Inflammation_II_MR_LDaware_overlap.tsv	1.1868355796527435e-6	TRUE	0.029137739084159026	TRUE
ADAMTS13	0.0145997263500334	0.0039057765593103	1.8550249212e-4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0699384182535784	NA	NA	NA	1	0.0048913823478124	0.0699384182535784	76.0043877456	21.3871277688454	0.172269298817395	0.735543346680324	10739	1	0	0	0	Q76LX8	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 13	metalloprotease	NA	endopeptidase activity	2.2007703382356797e-12	-0.0514002615368697	-4.98863343616565e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.194046711708845	-0.2348311132038	-0.336306211791989	1427	75.27889278206035	21.47503371489272	0.7203924316748423	0.2985283812193413	-0.0068646325595449	-0.0020713763772985	-0.0028424348000167	-0.0194227282680721	0.0333518148674831	-0.0198643122562344	0.0165019428063557	0.0088347310542668	0.0617831332579474	84	ADAMTS13_Q76LX8_OID20249_v1_Cardiometabolic_MR_LDaware_overlap.tsv	2.2955645590853123e-4	TRUE	0.06894299910115664	FALSE
ADAMTS15	-0.0016237105793581	0.0039057765593103	0.677614689405929	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0077782108307566	NA	NA	NA	1	6.05005637276995e-5	0.0077782108307566	77.8709696132597	19.8635245553902	0.137016574585635	0.770994475138122	7240	1	0	0	0	Q8TE58	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 15	metalloprotease	NA	endopeptidase activity	2.20074778683049e-12	-0.0514002615368697	-4.98863343616565e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.217127339794257	-0.234740326071683	-0.383555328315544	950	77.4849157894737	19.96906090992986	0.7631578947368421	0.3021052631578947	-0.0068130033869814	-7.771225065024e-4	-0.0048229284309698	-0.0156410602186198	0.0248900602160807	0.0200258125587719	-0.0038952080722334	0.0093444772140488	0.676791043902982	84	ADAMTS15_Q8TE58_OID21275_v1_Oncology_MR_LDaware_overlap.tsv	0.6929044567566268	FALSE	0.6938221774119614	FALSE
ADAMTS16	-0.0873043756250259	0.0039057765593103	1.1383896837618999e-110	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.418222218104561	NA	NA	NA	1	0.174909823716299	0.418222218104561	72.0679374737729	19.4126897689024	0.177717163239614	0.685270667226186	9532	1	0	0	0	Q8TE57	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 16	metalloprotease	NA	metalloendopeptidase activity	2.20073564376616e-12	-0.0514002615368697	-4.98802628294906e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.257777413979589	-0.17412641299737	-0.3849261303554	1224	71.87153594771247	19.276481596466315	0.6805555555555556	0.1086601307189542	-0.0067489298970563	-6.416941944555e-4	-0.0049110474185013	-0.0146238808659484	0.0174176189826076	0.0218651109797099	-0.0909566286413051	0.0087007432239955	1.4063310822374799e-25	84	ADAMTS16_Q8TE57_OID20089_v1_Cardiometabolic_MR_LDaware_overlap.tsv	6.224723115414703e-110	TRUE	3.2552139036406e-25	TRUE
ADAMTS4	0.0135368522585316	0.0039057765593103	5.285497349562e-4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0648468342758983	NA	NA	NA	1	0.0042051119156058	0.0648468342758983	80.8019304897314	19.0483488622133	0.112638230647709	0.804897314375987	6330	1	0	0	0	O75173	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 4	metalloprotease	NA	protease binding	2.20080329798172e-12	-0.0514002615368697	-4.98898038086084e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.169577673556847	-0.210445216728561	-0.275713258541352	837	80.3231780167264	19.479753970491167	0.7956989247311828	0.4492234169653524	-0.0067369645040056	-6.450063226646e-4	-0.0048758461624721	-0.0176052177865654	0.0361952353414546	-0.0071620525600099	0.0120192680001935	0.0093610963012029	0.199156146243644	84	ADAMTS4_O75173_OID30471_v1_Inflammation_II_MR_LDaware_overlap.tsv	6.415958836258093e-4	TRUE	0.21437620945250785	FALSE
ADAMTS8	-0.416868871511325	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.99696547686249	NA	NA	NA	1	3.98787111578063	1.99696547686249	NA	NA	NA	NA	NA	1	0	0	0	Q9UP79	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 8	metalloprotease	NA	metalloendopeptidase activity	2.20077380768263e-12	-0.0514002615368697	-4.98932732555604e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.211818305704542	-0.23503394253997	-0.382207069836265	889	79.91079865016866	21.46417101287445	0.8110236220472441	0.4600674915635545	-0.0068130033869814	-7.771225065024e-4	-0.0048229284309698	-0.0159960358628242	0.0255749003587745	0.0292223362278334	-0.428088180825935	0.0085291221128272	0	84	ADAMTS8_Q9UP79_OID21502_v1_Oncology_MR_LDaware_overlap.tsv	0	TRUE	0	TRUE
ADAMTSL2	0.216652282978034	0.0039057765593103	0	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03784945136836	NA	NA	NA	1	1.07713148370561	1.03784945136836	NA	NA	NA	NA	NA	1	0	0	0	Q86TH1	ADAMTS-LIKE PROTEIN 2	metalloprotease	NA	protein binding	2.2007096229140197e-12	-0.0514002615368697	-4.98898038086084e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.243312265937666	-0.113283381624124	-0.330753539068935	951	66.47760252365936	25.055593819221514	0.629863301787592	0.1230283911671924	-0.0064028008919744	-1.500508978084e-4	-0.0049282171139908	-0.0122677951231227	0.0152611767656571	0.0214966078078962	0.217994447475653	0.009219847094626	1.35925056798014e-123	84	ADAMTSL2_Q86TH1_OID30370_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	0	TRUE	1.3633695090952315e-122	TRUE
ADAMTSL4	-0.0738074364800067	0.0039057765593103	1.207382342483e-79	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.353566583304578	NA	NA	NA	1	0.125009328829673	0.353566583304578	65.178138538735	24.7177578200537	0.379880063639701	0.56247705299229	8171	1	0	0	0	Q6UY14	ADAMTS-LIKE PROTEIN 4	metalloprotease	NA	protease binding	2.2007026840201098e-12	-0.0514002615368697	-4.98993447877263e-14	-0.067831784939089	-0.0632341082026867	0.0416959716298266	NA	NA	NA	0.232227255548802	-0.0874713425082899	-0.277651044061919	1074	64.88124767225331	24.41083052377458	0.5567970204841713	0.1229050279329608	-0.0063523232253173	-1.31956155412e-4	-0.0048171578412373	-0.0018741041637301	0.0058824150471727	0.0269116307054312	-0.078070824629158	0.0091031960297116	9.8059461145248e-18	84	ADAMTSL4_Q6UY14_OID30275_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	5.0226433746406855e-79	TRUE	1.866725040349509e-17	TRUE
